mall1 POLYGON ((-122.2 47.5, -122.2 47.6, -122.3 47.6, -122.3 47.5, -122.2 47.5))
mall745 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall746 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall747 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall748 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall749 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall750 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall751 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall752 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall753 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall754 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall755 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall756 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall757 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall758 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall759 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall760 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall761 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall762 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall763 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall764 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall765 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall766 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall767 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall768 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall769 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall770 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall771 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall772 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall773 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall774 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall775 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall776 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall777 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall778 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall779 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall780 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall781 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall782 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall783 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall784 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall785 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall786 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall787 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall788 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall789 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall790 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall791 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall792 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall793 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall794 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall795 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall796 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall797 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall798 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall799 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall800 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall801 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall802 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall803 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall804 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall805 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall806 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall807 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall808 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall809 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall810 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall811 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall812 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall813 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall814 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall815 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall816 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall817 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall818 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall819 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall820 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall821 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall822 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall823 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall824 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall825 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall826 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall827 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall828 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall829 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall830 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall831 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall832 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall833 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall834 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall835 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall836 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall837 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall838 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall839 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall840 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall841 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall842 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall843 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall844 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall845 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall846 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall847 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall848 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall849 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall850 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall851 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall852 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall853 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall854 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall855 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall856 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall857 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall858 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall859 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall860 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall861 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall862 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall863 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall864 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall865 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall866 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall867 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall868 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall869 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall870 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall871 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall872 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall873 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall874 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall875 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall876 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall877 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall878 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall879 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall880 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall881 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall882 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall883 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall884 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall885 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall886 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall887 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall888 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall889 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall890 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall891 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall892 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall893 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall894 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall895 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall896 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall897 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall898 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall899 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall900 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall901 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall902 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall903 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall904 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall905 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall906 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall907 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall908 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall909 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall910 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall911 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall912 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall913 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall914 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall915 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall916 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall917 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall918 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall919 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall920 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall921 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall922 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall923 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall924 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall925 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall926 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall927 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall928 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall929 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall930 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall931 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall932 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall933 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall934 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall935 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall936 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall937 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall938 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall939 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall940 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall941 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall942 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall943 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall944 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall945 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall946 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall947 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall948 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall949 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall950 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall951 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall952 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall953 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall954 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall955 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall956 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall957 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall958 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall959 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall960 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall961 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall962 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall963 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall964 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall965 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall966 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall967 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall968 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall969 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall970 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall971 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall972 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall973 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall974 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall975 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall976 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall977 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall978 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall979 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall980 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall981 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall982 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall983 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall984 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall985 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall986 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall987 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall988 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall989 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall990 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall991 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
mall992 POLYGON((-122.2 47.5, -122.2 47.6, -122.3 47.6,-122.3 47.5, -122.2 47.5))
